SYS,SYS,SYS,SYS,SYS,USERDEF,USERDEF,USERDEF,USERDEF,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,MATCH,MATCH,MATCH,MATCH,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,META,META,META,META,META,META,META
48,09:42:34,2024-07-11,Hainich_TSM,Sharath,,008,040,15min,0.014861,2.914878,0.014786,0.159023,2.094084,2.091110,3.138564,1.044480,20.967402,20.997221,31.470135,0.298530,1.800000,PSF-01225_20240711094234_a3f,124.798180,508.936279,0.754786,0.000000,0.000000,0.000000,0.5,0.80,2.338573,1.000000,63.61,63.52,25.58,24.78,24.78,99.73,155.9,126.1,19.1,8,3.996,09:37:33,2024-07-11,0.34,1,-0.001,0.000,0.005,-0.090,-0.455,-0.713,1,150,0.001,2.000000,0.165850,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,1.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.455890,2.441540,1.659237,0.869718,0.266453,-0.008380,0.599302,0.112725,124.798180,0.000210,2.365176,-0.000008,1.000000,2.351669,-0.000027,1.000000,0.600858,0.600606,0.107252,0.000000,PSF-01225_20240711094234_a3f,PFA-01090,PSA-01092,PSF-01225,RHS-02024,3.0.0,2024-07-10T17:26:45.161Z
49,09:46:12,2024-07-11,Hainich_TSM,Sharath,,001,045,15min,0.070655,2.917309,0.068984,0.734278,2.111910,2.098206,3.145537,1.033627,21.037600,21.174999,31.538628,0.298530,1.800000,PSF-01225_20240711094612_f5c,173.782822,539.031006,0.677601,0.000000,0.000000,0.000000,0.5,0.80,1.991733,1.000000,63.83,63.41,25.67,24.82,24.82,99.74,156.2,144.7,7.4,7,3.994,09:37:33,2024-07-11,0.34,1,0.001,0.001,-0.006,-0.218,-0.412,-0.306,1,150,0.001,2.000000,0.165850,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,1.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.455748,2.441791,1.661778,0.915589,0.265544,-0.008960,0.610153,0.112444,173.782822,0.000213,2.365176,-0.000008,1.000000,2.351669,-0.000027,1.000000,0.600858,0.600606,0.107252,0.000000,PSF-01225_20240711094612_f5c,PFA-01090,PSA-01092,PSF-01225,RHS-02024,3.0.0,2024-07-10T17:26:45.161Z
50,09:47:24,2024-07-11,Hainich_TSM,Sharath,,001,045,15min,0.020590,2.915081,0.020446,0.218552,2.126891,2.122806,3.164754,1.037863,21.283552,21.324514,31.730276,0.298530,1.800000,PSF-01225_20240711094724_e47,171.521179,547.325500,0.686619,0.000000,0.000000,0.000000,0.5,0.80,1.814855,1.000000,64.23,64.11,25.68,24.92,24.92,99.74,155.9,143.7,7.8,7,3.993,09:37:33,2024-07-11,0.34,1,0.002,-0.001,0.003,0.051,0.030,0.072,1,150,0.001,2.000000,0.165850,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,1.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.456586,2.442283,1.659449,0.913216,0.265410,-0.007915,0.613689,0.111921,171.521179,0.000213,2.365176,-0.000008,1.000000,2.351669,-0.000027,1.000000,0.600858,0.600606,0.107252,0.000000,PSF-01225_20240711094724_e47,PFA-01090,PSA-01092,PSF-01225,RHS-02024,3.0.0,2024-07-10T17:26:45.161Z
51,09:48:26,2024-07-11,Hainich_TSM,Sharath,,002,045,15min,0.007258,2.916041,0.007240,0.082202,2.092235,2.090699,3.194658,1.102423,20.961702,20.977102,32.030182,0.298530,1.800000,PSF-01225_20240711094826_087,147.427444,326.075806,0.547874,0.000000,0.000000,0.000000,0.5,0.80,1.702039,1.000000,63.07,63.02,25.71,25.08,25.08,99.74,156.0,142.1,8.9,8,3.991,09:48:06,2024-07-11,0.34,1,0.001,0.001,-0.001,-0.105,-0.018,-0.159,1,150,0.001,2.000000,0.165850,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,1.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.455271,2.440861,1.660450,0.909071,0.265086,-0.006427,0.616577,0.112739,147.427444,0.000211,2.365176,-0.000008,1.000000,2.351669,-0.000027,1.000000,0.600858,0.600606,0.107252,0.000000,PSF-01225_20240711094826_087,PFA-01090,PSA-01092,PSF-01225,RHS-02024,3.0.0,2024-07-10T17:26:45.161Z
52,09:49:03,2024-07-11,Hainich_TSM,Sharath,,002,045,15min,0.009182,2.915220,0.009153,0.101629,2.116206,2.114307,3.194026,1.077819,21.200096,21.219143,32.026405,0.298530,1.800000,PSF-01225_20240711094903_284,152.525787,328.397522,0.535545,0.000000,0.000000,0.000000,0.5,0.80,1.629150,1.000000,63.74,63.69,25.73,25.08,25.08,99.73,155.9,141.1,9.5,8,3.990,09:48:06,2024-07-11,0.34,1,-0.001,-0.001,0.008,0.032,0.025,-0.089,1,150,0.001,2.000000,0.165850,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,1.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.456071,2.441682,1.659594,0.906653,0.264950,-0.006619,0.618288,0.112625,152.525787,0.000211,2.365176,-0.000008,1.000000,2.351669,-0.000027,1.000000,0.600858,0.600606,0.107252,0.000000,PSF-01225_20240711094903_284,PFA-01090,PSA-01092,PSF-01225,RHS-02024,3.0.0,2024-07-10T17:26:45.161Z
53,09:50:00,2024-07-11,Hainich_TSM,Sharath,,003,045,15min,0.022816,2.915793,0.022639,0.250721,2.083602,2.078916,3.159112,1.075511,20.844131,20.891117,31.674664,0.298530,1.800000,PSF-01225_20240711095000_194,161.049133,466.427551,0.654718,0.000000,0.000000,0.000000,0.5,0.80,1.982663,1.000000,62.76,62.62,25.73,24.89,24.89,99.74,156.0,132.1,15.3,8,3.989,09:48:06,2024-07-11,0.34,1,-0.001,0.001,-0.002,-0.364,-0.511,-0.303,1,150,0.001,2.000000,0.165850,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,1.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.454777,2.440478,1.660192,0.884404,0.264939,-0.008794,0.620967,0.112601,161.049133,0.000214,2.365176,-0.000008,1.000000,2.351669,-0.000027,1.000000,0.600858,0.600606,0.107252,0.000000,PSF-01225_20240711095000_194,PFA-01090,PSA-01092,PSF-01225,RHS-02024,3.0.0,2024-07-10T17:26:45.161Z
54,09:50:23,2024-07-11,Hainich_TSM,Sharath,,003,045,15min,0.084223,2.915355,0.081858,0.772691,2.108606,2.094162,3.025821,0.917215,20.997110,21.141926,30.338379,0.298530,1.800000,PSF-01225_20240711095023_224,147.056229,368.387115,0.600811,0.000000,0.000000,0.000000,0.5,0.80,1.869657,1.000000,63.51,63.07,25.73,24.17,24.17,99.74,155.9,147.1,5.7,8,3.988,09:48:06,2024-07-11,0.34,1,0.001,0.000,-9999.000,-0.206,-0.156,-9999.000,1,150,0.001,2.000000,0.165850,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,1.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.455331,2.441396,1.659734,0.921666,0.264935,-0.017205,0.621993,0.112749,147.056229,0.000210,2.365176,-0.000008,1.000000,2.351669,-0.000027,1.000000,0.600858,0.600606,0.107252,0.000000,PSF-01225_20240711095023_224,PFA-01090,PSA-01092,PSF-01225,RHS-02024,3.0.0,2024-07-10T17:26:45.161Z
55,09:51:21,2024-07-11,Hainich_TSM,Sharath,,004,045,15min,0.015115,2.914709,0.015037,0.167090,2.079037,2.075911,3.158193,1.079156,20.814007,20.845348,31.665447,0.298530,1.800000,PSF-01225_20240711095121_c8e,152.281525,364.164948,0.581834,0.000000,0.000000,0.000000,0.5,0.80,1.834517,1.000000,62.65,62.55,25.72,24.89,24.89,99.74,155.8,136.3,12.5,8,3.986,09:48:06,2024-07-11,0.34,1,0.000,0.001,-0.003,0.201,0.132,0.239,1,150,0.001,2.000000,0.165850,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,1.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.454703,2.440346,1.659061,0.894644,0.265020,-0.008759,0.624719,0.112821,152.281525,0.000210,2.365176,-0.000008,1.000000,2.351669,-0.000027,1.000000,0.600858,0.600606,0.107252,0.000000,PSF-01225_20240711095121_c8e,PFA-01090,PSA-01092,PSF-01225,RHS-02024,3.0.0,2024-07-10T17:26:45.161Z
56,09:52:06,2024-07-11,Hainich_TSM,Sharath,,004,045,15min,0.009905,2.915920,0.009871,0.109474,2.092349,2.090304,3.169154,1.076804,20.960417,20.980928,31.778530,0.298530,1.800000,PSF-01225_20240711095206_0a2,148.550385,320.351593,0.536290,0.000000,0.000000,0.000000,0.5,0.80,1.585049,1.000000,63.05,62.99,25.72,24.94,24.94,99.73,156.0,145.3,6.9,7,3.986,09:48:06,2024-07-11,0.34,1,-0.002,-0.001,-0.003,0.227,-0.065,0.221,1,150,0.001,2.000000,0.165850,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,1.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.455225,2.440834,1.660325,0.917146,0.265015,-0.008085,0.626891,0.112473,148.550385,0.000216,2.365176,-0.000008,1.000000,2.351669,-0.000027,1.000000,0.600858,0.600606,0.107252,0.000000,PSF-01225_20240711095206_0a2,PFA-01090,PSA-01092,PSF-01225,RHS-02024,3.0.0,2024-07-10T17:26:45.161Z
57,09:53:16,2024-07-11,Hainich_TSM,Sharath,,005,045,15min,0.297836,2.913614,0.270214,2.571846,2.136067,2.087943,3.060591,0.924523,20.935009,21.417538,30.687382,0.298530,1.800000,PSF-01225_20240711095316_7cc,193.531387,256.806122,0.246391,0.000000,0.000000,0.000000,0.5,0.80,0.754370,1.000000,64.40,62.95,25.71,24.36,24.36,99.73,155.7,140.4,9.8,8,3.985,09:48:06,2024-07-11,0.34,1,-0.002,0.000,0.007,0.006,-0.137,-0.108,1,150,0.001,2.000000,0.165850,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,1.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.455185,2.442489,1.657923,0.904977,0.265118,-0.014783,0.630137,0.112660,193.531387,0.000214,2.365176,-0.000008,1.000000,2.351669,-0.000027,1.000000,0.600858,0.600606,0.107252,0.000000,PSF-01225_20240711095316_7cc,PFA-01090,PSA-01092,PSF-01225,RHS-02024,3.0.0,2024-07-10T17:26:45.161Z
58,09:54:47,2024-07-11,Hainich_TSM,Sharath,,005,045,15min,0.407450,2.914353,0.357473,3.215747,2.141266,2.081131,3.015258,0.873992,20.866812,21.469769,30.232996,0.298530,1.800000,PSF-01225_20240711095447_5bb,155.483002,170.326355,0.087147,0.000000,0.000000,0.000000,0.5,0.80,0.272884,1.000000,64.62,62.81,25.69,24.11,24.11,99.73,155.8,140.0,10.1,8,3.982,09:48:06,2024-07-11,0.34,1,0.000,0.001,-0.010,-0.181,-0.572,-0.861,1,150,0.001,2.000000,0.165850,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,1.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.455016,2.442762,1.658690,0.903980,0.265299,-0.017474,0.634306,0.112783,155.483002,0.000213,2.365176,-0.000008,1.000000,2.351669,-0.000027,1.000000,0.600858,0.600606,0.107252,0.000000,PSF-01225_20240711095447_5bb,PFA-01090,PSA-01092,PSF-01225,RHS-02024,3.0.0,2024-07-10T17:26:45.161Z
59,09:57:14,2024-07-11,Hainich_TSM,Sharath,,005,045,15min,0.439308,2.914181,0.381758,3.338395,2.161184,2.098760,3.010715,0.849530,21.043791,21.669701,30.187748,0.298530,1.800000,PSF-01225_20240711095714_256,68.787933,71.835281,0.042421,0.000000,0.000000,0.000000,0.5,0.80,0.147016,1.000000,65.26,63.38,25.68,24.09,24.09,99.73,155.8,133.5,14.3,9,3.979,09:48:06,2024-07-11,0.34,1,0.007,0.001,-0.011,-0.190,-0.238,-0.224,1,150,0.001,2.000000,0.165850,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,1.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.455701,2.443539,1.658511,0.887718,0.265393,-0.017661,0.641071,0.113373,68.787933,0.000212,2.365176,-0.000008,1.000000,2.351669,-0.000027,1.000000,0.600858,0.600606,0.107252,0.000000,PSF-01225_20240711095714_256,PFA-01090,PSA-01092,PSF-01225,RHS-02024,3.0.0,2024-07-10T17:26:45.161Z
60,09:58:38,2024-07-11,Hainich_TSM,Sharath,,006,045,15min,0.070035,2.915303,0.068392,0.719444,2.118430,2.104983,3.139906,1.021477,21.106079,21.240908,31.482969,0.298530,1.800000,PSF-01225_20240711095838_fc1,157.857300,439.880859,0.641136,0.000000,0.000000,0.000000,0.5,0.80,2.074980,1.000000,63.92,63.51,25.70,24.79,24.79,99.73,155.9,127.0,18.5,8,3.978,09:48:06,2024-07-11,0.34,1,0.000,0.001,0.009,0.274,-0.009,-0.081,1,150,0.001,2.000000,0.165850,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,1.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.455862,2.441897,1.659680,0.871839,0.265244,-0.009647,0.644895,0.112969,157.857300,0.000212,2.365176,-0.000008,1.000000,2.351669,-0.000027,1.000000,0.600858,0.600606,0.107252,0.000000,PSF-01225_20240711095838_fc1,PFA-01090,PSA-01092,PSF-01225,RHS-02024,3.0.0,2024-07-10T17:26:45.161Z
61,09:59:53,2024-07-11,Hainich_TSM,Sharath,,006,045,15min,0.136640,2.914987,0.130522,1.391484,2.116645,2.090631,3.151790,1.035145,20.962593,21.223433,31.602755,0.298530,1.800000,PSF-01225_20240711095953_8d0,152.042984,391.983032,0.612118,0.000000,0.000000,0.000000,0.5,0.80,1.987387,1.000000,63.69,62.90,25.74,24.85,24.85,99.73,155.9,144.0,7.6,8,3.975,09:59:08,2024-07-11,0.33,1,-0.002,-0.000,-0.003,0.005,-0.040,0.109,1,150,0.001,2.000000,0.165850,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,1.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.455123,2.441628,1.659350,0.913894,0.264756,-0.009454,0.648272,0.112987,152.042984,0.000213,2.365176,-0.000008,1.000000,2.351669,-0.000027,1.000000,0.600858,0.600606,0.107252,0.000000,PSF-01225_20240711095953_8d0,PFA-01090,PSA-01092,PSF-01225,RHS-02024,3.0.0,2024-07-10T17:26:45.161Z
62,10:01:39,2024-07-11,Hainich_TSM,Sharath,,007,045,15min,0.094021,2.916429,0.091084,0.968613,2.119693,2.101606,3.152226,1.032533,21.072744,21.254103,31.607288,0.298530,1.800000,PSF-01225_20240711100139_69b,149.905441,529.976257,0.717147,0.000000,0.000000,0.000000,0.5,0.80,2.166052,1.000000,63.71,63.16,25.76,24.85,24.85,99.73,156.1,128.1,17.9,8,3.973,09:59:08,2024-07-11,0.33,1,0.003,-0.000,0.003,0.042,-0.127,-0.273,1,150,0.001,2.000000,0.165850,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,1.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.455434,2.441648,1.660856,0.874537,0.264555,-0.009653,0.653035,0.112587,149.905441,0.000214,2.365176,-0.000008,1.000000,2.351669,-0.000027,1.000000,0.600858,0.600606,0.107252,0.000000,PSF-01225_20240711100139_69b,PFA-01090,PSA-01092,PSF-01225,RHS-02024,3.0.0,2024-07-10T17:26:45.161Z
63,10:02:09,2024-07-11,Hainich_TSM,Sharath,,007,045,15min,0.175194,2.915385,0.165263,1.711094,2.128213,2.096237,3.133587,1.005374,21.018438,21.339054,31.419680,0.298530,1.800000,PSF-01225_20240711100209_e08,118.469955,204.711197,0.421282,0.000000,0.000000,0.000000,0.5,0.80,1.125550,1.000000,63.94,62.98,25.77,24.76,24.76,99.73,155.9,150.5,3.5,7,3.972,09:59:08,2024-07-11,0.33,1,-0.002,0.000,-0.003,0.357,0.086,-0.043,1,150,0.001,2.000000,0.165850,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,1.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.455210,2.441933,1.659766,0.930483,0.264492,-0.010887,0.654253,0.111971,118.469955,0.000211,2.365176,-0.000008,1.000000,2.351669,-0.000027,1.000000,0.600858,0.600606,0.107252,0.000000,PSF-01225_20240711100209_e08,PFA-01090,PSA-01092,PSF-01225,RHS-02024,3.0.0,2024-07-10T17:26:45.161Z
64,10:02:33,2024-07-11,Hainich_TSM,Sharath,,008,045,15min,0.009822,2.915777,0.009789,0.106623,2.096846,2.094854,3.154510,1.057664,21.004990,21.024969,31.630114,0.298530,1.800000,PSF-01225_20240711100233_5c4,130.195145,301.327240,0.567928,0.000000,0.000000,0.000000,0.5,0.80,1.687183,1.000000,62.99,62.93,25.77,24.87,24.87,99.73,156.0,143.8,7.8,7,3.972,09:59:08,2024-07-11,0.33,1,-0.001,-0.000,-0.002,0.134,-0.220,-0.227,1,150,0.001,2.000000,0.165850,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,1.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.455145,2.440766,1.660175,0.913535,0.264457,-0.009621,0.655269,0.112499,130.195145,0.000212,2.365176,-0.000008,1.000000,2.351669,-0.000027,1.000000,0.600858,0.600606,0.107252,0.000000,PSF-01225_20240711100233_5c4,PFA-01090,PSA-01092,PSF-01225,RHS-02024,3.0.0,2024-07-10T17:26:45.161Z
65,10:03:08,2024-07-11,Hainich_TSM,Sharath,,008,045,15min,0.020228,2.914437,0.020088,0.227874,2.095358,2.091095,3.196626,1.101268,20.967831,21.010574,32.053207,0.298530,1.800000,PSF-01225_20240711100308_ca8,117.940308,209.192627,0.436212,0.000000,0.000000,0.000000,0.5,0.80,1.402222,1.000000,62.92,62.80,25.78,25.09,25.09,99.73,155.8,149.5,4.0,8,3.969,09:59:08,2024-07-11,0.33,1,0.000,-0.001,-0.003,0.028,-0.117,-0.008,1,150,0.001,2.000000,0.165850,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,1.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.454989,2.440692,1.658778,0.927931,0.264413,-0.007062,0.656774,0.112930,117.940308,0.000211,2.365176,-0.000008,1.000000,2.351669,-0.000027,1.000000,0.600858,0.600606,0.107252,0.000000,PSF-01225_20240711100308_ca8,PFA-01090,PSA-01092,PSF-01225,RHS-02024,3.0.0,2024-07-10T17:26:45.161Z
66,10:05:25,2024-07-11,Hainich_TSM,Sharath,,001,047,15min,0.023779,2.916879,0.023587,0.250133,2.092484,2.087813,3.122505,1.030021,20.933607,20.980438,31.308014,0.298530,1.800000,PSF-01225_20240711100525_a4c,147.566559,352.590668,0.581479,0.000000,0.000000,0.000000,0.5,0.80,1.675286,1.000000,62.80,62.66,25.79,24.70,24.70,99.74,156.1,126.9,18.7,7,3.968,09:59:08,2024-07-11,0.33,1,0.000,0.000,-0.001,-0.194,-0.202,-0.094,1,150,0.001,2.000000,0.165850,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,1.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.454825,2.440542,1.661327,0.871659,0.264312,-0.011782,0.662595,0.112341,147.566559,0.000213,2.365176,-0.000008,1.000000,2.351669,-0.000027,1.000000,0.600858,0.600606,0.107252,0.000000,PSF-01225_20240711100525_a4c,PFA-01090,PSA-01092,PSF-01225,RHS-02024,3.0.0,2024-07-10T17:26:45.161Z
67,10:06:21,2024-07-11,Hainich_TSM,Sharath,,001,047,15min,0.024915,2.914204,0.024704,0.274757,2.114096,2.108956,3.193771,1.079675,21.146818,21.198357,32.024418,0.298530,1.800000,PSF-01225_20240711100621_128,246.888763,452.471863,0.454356,0.000000,0.000000,0.000000,0.5,0.80,1.178770,1.000000,63.45,63.30,25.79,25.07,25.07,99.73,155.8,131.0,15.9,6,3.967,09:59:08,2024-07-11,0.33,1,-0.000,0.000,-0.005,-0.098,0.284,0.126,1,150,0.001,2.000000,0.165850,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,1.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.455595,2.441336,1.658536,0.881575,0.264317,-0.007346,0.665015,0.111835,246.888763,0.000214,2.365176,-0.000008,1.000000,2.351669,-0.000027,1.000000,0.600858,0.600606,0.107252,0.000000,PSF-01225_20240711100621_128,PFA-01090,PSA-01092,PSF-01225,RHS-02024,3.0.0,2024-07-10T17:26:45.161Z
68,10:07:27,2024-07-11,Hainich_TSM,Sharath,,002,047,15min,0.019615,2.914673,0.019484,0.221830,2.095856,2.091707,3.201118,1.105262,20.974697,21.016300,32.099369,0.298530,1.800000,PSF-01225_20240711100727_e64,150.917892,536.261536,0.718574,0.000000,0.000000,0.000000,0.5,0.80,2.500333,1.000000,62.91,62.79,25.78,25.11,25.11,99.73,155.8,130.9,16.0,9,3.964,09:59:08,2024-07-11,0.33,1,-0.002,0.000,-0.004,0.094,-0.031,0.005,1,150,0.001,2.000000,0.165850,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,1.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.454978,2.440676,1.659024,0.881448,0.264337,-0.006871,0.667820,0.113398,150.917892,0.000214,2.365176,-0.000008,1.000000,2.351669,-0.000027,1.000000,0.600858,0.600606,0.107252,0.000000,PSF-01225_20240711100727_e64,PFA-01090,PSA-01092,PSF-01225,RHS-02024,3.0.0,2024-07-10T17:26:45.161Z
69,10:08:33,2024-07-11,Hainich_TSM,Sharath,,002,047,15min,0.025088,2.915317,0.024874,0.279344,2.122356,2.117136,3.212327,1.089970,21.229849,21.282196,32.212009,0.298530,1.800000,PSF-01225_20240711100833_da5,161.407120,512.229675,0.684893,0.000000,0.000000,0.000000,0.5,0.80,1.854805,1.000000,63.69,63.53,25.79,25.17,25.17,99.72,155.9,129.2,17.1,7,3.964,09:59:08,2024-07-11,0.33,1,0.004,0.001,0.002,-0.372,0.105,0.047,1,150,0.001,2.000000,0.165850,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,1.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.455874,2.441621,1.659695,0.877209,0.264277,-0.006249,0.670657,0.112036,161.407120,0.000214,2.365176,-0.000008,1.000000,2.351669,-0.000027,1.000000,0.600858,0.600606,0.107252,0.000000,PSF-01225_20240711100833_da5,PFA-01090,PSA-01092,PSF-01225,RHS-02024,3.0.0,2024-07-10T17:26:45.161Z
70,10:09:08,2024-07-11,Hainich_TSM,Sharath,,003,047,15min,0.078719,2.917954,0.076651,0.798586,2.115035,2.100141,3.126733,1.011698,21.058846,21.208199,31.352844,0.298530,1.800000,PSF-01225_20240711100908_98f,138.889069,445.501678,0.688241,0.000000,0.000000,0.000000,0.5,0.80,2.320236,1.000000,63.48,63.03,25.79,24.72,24.72,99.73,156.2,140.0,10.4,8,3.963,09:59:08,2024-07-11,0.33,1,-0.000,-0.000,-0.002,0.011,-0.015,0.172,1,150,0.001,2.000000,0.165850,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,1.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.455269,2.441365,1.662454,0.903963,0.264304,-0.011527,0.672080,0.113207,138.889069,0.000212,2.365176,-0.000008,1.000000,2.351669,-0.000027,1.000000,0.600858,0.600606,0.107252,0.000000,PSF-01225_20240711100908_98f,PFA-01090,PSA-01092,PSF-01225,RHS-02024,3.0.0,2024-07-10T17:26:45.161Z
71,10:10:33,2024-07-11,Hainich_TSM,Sharath,,003,047,15min,0.009977,2.917388,0.009943,0.109918,2.100181,2.098130,3.173418,1.073236,21.039635,21.060204,31.822405,0.298530,1.800000,PSF-01225_20240711101033_e35,145.110367,433.133118,0.664975,0.000000,0.000000,0.000000,0.5,0.80,1.891878,1.000000,62.97,62.91,25.80,24.97,24.97,99.72,156.2,127.1,18.6,7,3.962,10:10:10,2024-07-11,0.38,1,-0.001,-0.000,-0.001,0.219,0.048,0.137,1,150,0.001,2.000000,0.165850,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,1.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.455124,2.440691,1.661860,0.872162,0.264141,-0.008804,0.675627,0.112277,145.110367,0.000214,2.365176,-0.000008,1.000000,2.351669,-0.000027,1.000000,0.600858,0.600606,0.107252,0.000000,PSF-01225_20240711101033_e35,PFA-01090,PSA-01092,PSF-01225,RHS-02024,3.0.0,2024-07-10T17:26:45.161Z
72,10:11:21,2024-07-11,Hainich_TSM,Sharath,,004,047,15min,0.044813,2.915302,0.044135,0.496858,2.103051,2.093763,3.195934,1.092884,20.994738,21.087866,32.046513,0.298530,1.800000,PSF-01225_20240711101121_bd5,226.217514,485.379700,0.533937,0.000000,0.000000,0.000000,0.5,0.80,1.786849,1.000000,63.07,62.79,25.80,25.09,25.09,99.73,155.9,143.1,8.2,8,3.960,10:10:10,2024-07-11,0.38,1,-0.000,-0.001,-0.005,-0.304,-0.235,0.225,1,150,0.001,2.000000,0.165850,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,1.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.454983,2.440813,1.659679,0.911692,0.264179,-0.007368,0.677557,0.113163,226.217514,0.000214,2.365176,-0.000008,1.000000,2.351669,-0.000027,1.000000,0.600858,0.600606,0.107252,0.000000,PSF-01225_20240711101121_bd5,PFA-01090,PSA-01092,PSF-01225,RHS-02024,3.0.0,2024-07-10T17:26:45.161Z
